Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,ExperimentStarted,PhoneDetected,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
Safari,980,1714,1,1,120,100,45,1200,600,60,1,300,7/28/20,True,please enter your prolific ID here,5f056d0829c0c986b7d9d4f5,Male,2020-07-28_14h23.21.594,ProlificManual,3.2.2,iPhone,60,5f056d0829c0c986b7d9d4f5,5f1f20d4c389060d55cb9bc4,5f20189bfee07328db0dc02c
