Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,ExperimentStarted,PhoneDetected,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
Safari,980,1445,1,1,120,100,45,1200,600,60,1,300,8/3/20,True,5d7a275ae1980f0018725396,24,Female,2020-08-03_11h51.15.133,ProlificManual,3.2.2,iPhone,60,5d7a275ae1980f0018725396,5f1f20d4c389060d55cb9bc4,5f27ddf5ea034a01a23b2ac9
