Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,PhoneDetected,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate
Safari,980,1673,1,1,120,100,45,1200,600,60,1,300,True,G1-7144,21,2,2020-07-14_17h59.42.637,AvatarManual,3.2.2,iPhone,60
