trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,params_ver,params_hor,params_xresT,params_yresT,params_heightScale,params_widthScale,params_Hz,params_HzScale,params_Reach,params_TravelTime,params_boxHeight,params_boxWidth,params_ReachX,params_ReachY,WelcomeEscape.keys,WelcomeEscape.rt,params_consent,InstMouse.x,InstMouse.y,InstMouse.leftButton,InstMouse.midButton,InstMouse.rightButton,InstMouse.time,InstMouse.clicked_name,key_resp.keys,key_resp.rt,AvatarImgFront.started,AvatarImgFront.stopped,TrialInstKeyboard.keys,TrialInstKeyboard.rt,Trial_delta,Trial_targetXPos,Trial_delay,SetupKeyboard.keys,SetupKeyboard.rt,DrivingMouse.x,DrivingMouse.y,DrivingMouse.leftButton,DrivingMouse.midButton,DrivingMouse.rightButton,DrivingMouse.time,DrivingMouse.clicked_name,Trial_movement,Trial_mouseclick,Trial_success,Trial_avatarFinalX,Trial_avatarFinalY,Trial_TrialLength,Trial_avatarDist,TrialAvatarRight.started,TrialAvatarRight.stopped,text_5.started,text_5.stopped,FeedbackKeyboard.keys,FeedbackKeyboard.rt,FeedbackKeyboard.started,FeedbackKeyboard.stopped,FeedbackMask.started,FeedbackMask.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,3.5,3.5,1200,600,1,1,60,1,30,120,50,50,30,30,space,0.6358337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot2,1,2020_May_22_1653,AvatarScreening,3.1.2,59.94546165
