params_ver,params_hor,params_xresT,params_yresT,params_heightScale,params_widthScale,params_Hz,params_HzScale,params_Reach,params_TravelTime,params_boxHeight,params_boxWidth,params_ReachX,params_ReachY,WelcomeEscape.keys,WelcomeEscape.rt,params_consent,ConsentMouse.x,ConsentMouse.y,ConsentMouse.leftButton,ConsentMouse.midButton,ConsentMouse.rightButton,ConsentMouse.clicked_name,InstMouse.x,InstMouse.y,InstMouse.leftButton,InstMouse.midButton,InstMouse.rightButton,InstMouse.time,InstMouse.clicked_name,key_resp.keys,key_resp.rt,TrialInstKeyboard.keys,TrialInstKeyboard.rt,Trial_delta,Trial_targetXPos,Trial_delay,AvatarMouse.x,AvatarMouse.y,AvatarMouse.leftButton,AvatarMouse.midButton,AvatarMouse.rightButton,AvatarMouse.time,Trial_movement,Trial_mouseclick,Trial_success,Trial_avatarFinalX,Trial_avatarFinalY,Trial_TrialLength,Trial_avatarDist,Trial_RTms,FeedbackKeyboard.keys,FeedbackKeyboard.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,participant,date,expName,psychopyVersion,frameRate
3.5,3.5,1920,947,1,1,60,1,30,120,50,50,30,30,space,50.768,Agreed,57,-276.5,1,0,0,Agree_polygon,"[-3,-3,-2,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,8,17,22,27,29,31,31,31,31,32,32,32,32,32,32,32,32,32,32,31,29,24,16,5,-8,-21,-30,-34,-36,-37,-38,-38,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-38,-33,-24,-16,-9,-3,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-7,-9,-10,-9,-2,4,7,7,7,8,8,8,10,16,22,32,38,43,45,47,48,49,50,50,50,50,49,47,43,38,32,28,27,27,27,27,27,26,24,23,23,23,23,22,22,20,19,19,19,19]","[-214.5,-222.5,-226.5,-229.5,-232.5,-232.5,-233.5,-233.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-234.5,-233.5,-230.5,-225.5,-212.5,-207.5,-203.5,-202.5,-201.5,-200.5,-200.5,-199.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-198.5,-195.5,-191.5,-186.5,-182.5,-179.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-178.5,-177.5,-170.5,-157.5,-146.5,-134.5,-127.5,-122.5,-120.5,-120.5,-120.5,-120.5,-120.5,-120.5,-120.5,-123.5,-133.5,-160.5,-190.5,-210.5,-223.5,-234.5,-241.5,-246.5,-249.5,-251.5,-252.5,-252.5,-252.5,-252.5,-252.5,-252.5,-252.5,-252.5,-252.5,-251.5,-240.5,-226.5,-211.5,-199.5,-190.5,-168.5,-159.5,-156.5,-155.5,-155.5,-155.5,-155.5,-155.5,-155.5,-158.5,-164.5,-172.5,-177.5,-181.5,-183.5,-184.5,-186.5,-188.5,-189.5,-190.5,-190.5,-191.5,-193.5,-194.5,-195.5,-196.5,-198.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-199.5,-198.5,-198.5,-197.5,-197.5,-197.5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.016999999999995907,0.03399999999999892,0.04999999999999716,0.06700000000000017,0.08299999999999841,0.10000000000000142,0.11699999999999733,0.13400000000000034,0.14999999999999858,0.1670000000000016,0.18299999999999983,0.19999999999999574,0.21699999999999875,0.23499999999999943,0.2669999999999959,0.28300000000000125,0.3019999999999996,0.3159999999999954,0.3329999999999984,0.34899999999999665,0.36599999999999966,0.38400000000000034,0.3999999999999986,0.4159999999999968,0.43299999999999983,0.44899999999999807,0.4660000000000011,0.482999999999997,0.4989999999999952,0.5159999999999982,0.5330000000000013,0.5499999999999972,0.5659999999999954,0.5829999999999984,0.5989999999999966,0.6159999999999997,0.6329999999999956,0.6499999999999986,0.6659999999999968,0.6839999999999975,0.6999999999999957,0.7340000000000018,0.7509999999999977,0.7669999999999959,0.7839999999999989,0.7999999999999972,0.8179999999999978,0.8329999999999984,0.8500000000000014,0.8659999999999997,0.8829999999999956,0.8999999999999986,0.9159999999999968,0.9329999999999998,0.9499999999999957,0.9660000000000011,0.982999999999997,1,1.0159999999999982,1.0330000000000013,1.0509999999999948,1.0670000000000002,1.083999999999996,1.1000000000000014,1.117999999999995,1.1340000000000003,1.1499999999999986,1.1670000000000016,1.1839999999999975,1.1999999999999957,1.2169999999999987,1.232999999999997,1.25,1.266999999999996,1.2830000000000013,1.2999999999999972,1.3170000000000002,1.3329999999999984,1.3500000000000014,1.3669999999999973,1.3829999999999956,1.3999999999999986,1.4159999999999968,1.4329999999999998,1.4499999999999957,1.4669999999999987,1.4840000000000018,1.5,1.5159999999999982,1.533999999999999,1.5509999999999948,1.5670000000000002,1.5829999999999984,1.6000000000000014,1.6159999999999997,1.6329999999999956,1.6499999999999986,1.6670000000000016,1.6839999999999975,1.6999999999999957,1.716000000000001,1.7340000000000018,1.75,1.766999999999996,1.7830000000000013,1.7999999999999972,1.8170000000000002,1.833999999999996,1.8500000000000014,1.8659999999999997,1.8829999999999956,1.899000000000001,1.9159999999999968,1.9329999999999998,1.948999999999998,1.966000000000001,1.982999999999997,2,2.0180000000000007,2.036999999999999,2.050999999999995,2.0689999999999955,2.085000000000001,2.1060000000000016,2.1329999999999956,2.1499999999999986,2.165999999999997,2.183,2.198999999999998,2.216000000000001,2.232999999999997,2.2489999999999952,2.2659999999999982,2.2830000000000013,2.299999999999997,2.317,2.3329999999999984,2.3500000000000014,2.3669999999999973,2.3829999999999956,2.3999999999999986,2.415999999999997,2.433,2.4499999999999957,2.466000000000001,2.482999999999997,2.5009999999999977,2.516999999999996,2.5330000000000013,2.549999999999997,2.567,2.5829999999999984,2.6000000000000014,2.6159999999999997,2.6329999999999956,2.6499999999999986,2.665999999999997,2.686,2.7010000000000005,2.7169999999999987,2.732999999999997,2.75,2.7680000000000007,2.783999999999999,2.799999999999997,2.817,2.833999999999996,2.8500000000000014,2.8669999999999973,2.8829999999999956]","[""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""LeftShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""DownShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""UpShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape"",""RightShape""]",space,5.886,space,0.844,400,300,70,"[5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,1,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]","[-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-168.5,-165.5,-158.5,-150.5,-143.5,-136.5,-133.5,-131.5,-131.5,-131.5,-131.5,-134.5,-142.5,-149.5,-157.5,-164.5,-170.5,-178.5,-182.5,-186.5,-189.5,-191.5,-193.5,-193.5,-193.5,-195.5,-195.5,-196.5,-196.5,-196.5,-196.5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.028000000000005798,0.04700000000000415,0.059000000000004604,0.07600000000000051,0.09200000000000585,0.10900000000000176,0.12600000000000477,0.142000000000003,0.15900000000000603,0.17600000000000193,0.19300000000000495,0.20900000000000318,0.2260000000000062,0.2430000000000021,0.25900000000000034,0.27600000000000335,0.29300000000000637,0.3090000000000046,0.3260000000000005,0.34200000000000585,0.36000000000000654,0.3760000000000048,0.3930000000000007,0.4100000000000037,0.42600000000000193,0.44300000000000495,0.4590000000000032,0.4760000000000062,0.49200000000000443,0.5090000000000003,0.5260000000000034,0.5430000000000064,0.5600000000000023,0.5760000000000005,0.5930000000000035,0.6100000000000065,0.6260000000000048,0.6430000000000007,0.6600000000000037,0.6760000000000019,0.693000000000005,0.7090000000000032,0.7260000000000062,0.7430000000000021,0.7590000000000003,0.7760000000000034,0.7930000000000064,0.8090000000000046,0.8260000000000005,0.8430000000000035]","[""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0,196,-8.5,190,12.09805556,466,space,0.535,60,0,60,0,1,59,,2020-06-11_14h55.05.704,AvatarScreening,3.1.2,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,300,111,"[-10,-11,-11,-11,-11,-11,-11,-13,-14,-15,-16,-16,-16,-16,-16,-16,-16,-16,-13,-8,8,48,84,105,108,110,114,115,115,114,112,108,102,93,83,68,59,55,53,52,52,52,52,51,47,41,33,25,17,11,9,9,9]","[-99.5,-98.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-95.5,-95.5,-94.5,-94.5,-94.5,-94.5,-94.5,-94.5,-94.5,-95.5,-98.5,-101.5,-104.5,-105.5,-105.5,-103.5,-101.5,-99.5,-94.5,-93.5,-93.5,-94.5,-103.5,-113.5,-123.5,-134.5,-144.5,-157.5,-166.5,-172.5,-176.5,-179.5,-180.5,-180.5,-180.5,-180.5,-180.5,-180.5,-181.5,-181.5,-181.5,-181.5,-181.5,-181.5,-181.5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.015000000000000568,0.03100000000000591,0.04800000000000182,0.06400000000000716,0.08100000000000307,0.09799999999999898,0.1150000000000091,0.13100000000000023,0.14800000000001035,0.16500000000000625,0.18099999999999739,0.1980000000000075,0.2150000000000034,0.23100000000000875,0.24800000000000466,0.26400000000001,0.2810000000000059,0.2980000000000018,0.3149999999999977,0.33200000000000784,0.347999999999999,0.3650000000000091,0.382000000000005,0.39800000000001035,0.41500000000000625,0.43200000000000216,0.4480000000000075,0.46399999999999864,0.48100000000000875,0.49800000000000466,0.5150000000000006,0.5319999999999965,0.5480000000000018,0.5649999999999977,0.5820000000000078,0.597999999999999,0.6150000000000091,0.6310000000000002,0.6480000000000103,0.6650000000000063,0.6809999999999974,0.6980000000000075,0.7150000000000034,0.7310000000000088,0.7480000000000047,0.7650000000000006,0.7819999999999965,0.7980000000000018,0.8149999999999977,0.8320000000000078,0.847999999999999,0.8640000000000043]","[""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""stopped"",""stopped"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1,273,12.5,231,0.983611111,267,space,0.532,60,0,60,0,1,59,,2020-06-11_14h55.05.704,AvatarScreening,3.1.2,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,-300,81,"[0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-3,-4,-5,-6,-8,-9,-10,-11,-12,-12,-12,-12,-12,-11,-11,-11,-10,-10]","[-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-108.5,-109.5,-111.5,-115.5,-122.5,-129.5,-137.5,-144.5,-152.5,-160.5,-170.5,-177.5,-184.5,-191.5,-196.5,-200.5,-204.5,-206.5,-207.5,-207.5,-207.5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.015000000000000568,0.031999999999996476,0.04800000000000182,0.06499999999999773,0.08199999999999363,0.09799999999999898,0.11499999999999488,0.132000000000005,0.14799999999999613,0.16499999999999204,0.18200000000000216,0.19899999999999807,0.2150000000000034,0.23199999999999932,0.24899999999999523,0.26599999999999113,0.28300000000000125,0.2989999999999924,0.3160000000000025,0.33199999999999363,0.34900000000000375,0.36599999999999966,0.382000000000005,0.3990000000000009,0.41499999999999204,0.43200000000000216,0.44899999999999807,0.4650000000000034,0.4819999999999993,0.4989999999999952,0.5150000000000006,0.5319999999999965]","[""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""stopped"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0,-262.5,-1.5,201,1.565,283,space,0.501,60,0,60,0,1,59,,2020-06-11_14h55.05.704,AvatarScreening,3.1.2,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,-400,136,"[-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,2,2]","[-127.5,-127.5,-127.5,-127.5,-127.5,-127.5,-127.5,-127.5,-127.5,-127.5,-127.5,-128.5,-129.5,-132.5,-137.5,-144.5,-151.5,-157.5,-165.5,-171.5,-178.5,-185.5,-191.5,-195.5,-198.5,-199.5,-200.5,-200.5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0.013999999999995794,0.0309999999999917,0.04800000000000182,0.06399999999999295,0.09799999999999898,0.13100000000000023,0.14699999999999136,0.16499999999999204,0.18099999999999739,0.1979999999999933,0.21399999999999864,0.23099999999999454,0.24799999999999045,0.26500000000000057,0.2809999999999917,0.2980000000000018,0.3149999999999977,0.33099999999998886,0.347999999999999,0.3649999999999949,0.3810000000000002,0.39799999999999613,0.41499999999999204,0.4309999999999974,0.4479999999999933,0.4649999999999892,0.48099999999999454]","[""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""stopped"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""stopped"",""stopped"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0,-259,2,256,22.09444444,283,space,0.655,60,0,60,0,1,59,,2020-06-11_14h55.05.704,AvatarScreening,3.1.2,60
