Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,params_consent,ConsentLoop.thisRepN,ConsentLoop.thisTrialN,ConsentLoop.thisN,ConsentLoop.thisIndex,ConsentLoop.ran,ConsentLoop.order,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,SESSION_ID,STUDY_ID,preview,Demo_speedCond,Demo_delta,Demo_xposTarget,Demo_yposTarget,Demo_Delay,Demo_AvSpeed,Demo_Success,Demo_motion,Demo_Click,Demo_RTms,Demo_finalX,Demo_finalY,Trial_duration,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,BlockLoop.ran,BlockLoop.order,DemoLoop.thisRepN,DemoLoop.thisTrialN,DemoLoop.thisN,DemoLoop.thisIndex,DemoLoop.ran,DemoLoop.order,Decision_Delta,Decision_xposTarget,Decision_yposTarget,Decision_SpeedCond,Decision_AvSpeed,Decision_delay,Decision_targetSide,Decision_placement,Decision_initplace,Decision_Driving,Decision_Click,Decision_RTms,Decision_finalX,Decision_finalY,Decision_success,DecisionTrialLoop.thisRepN,DecisionTrialLoop.thisTrialN,DecisionTrialLoop.thisN,DecisionTrialLoop.thisIndex,DecisionTrialLoop.ran,DecisionTrialLoop.order,Confidence_Delta,Confidence_resp,ConfidenceLoop.thisRepN,ConfidenceLoop.thisTrialN,ConfidenceLoop.thisN,ConfidenceLoop.thisIndex,ConfidenceLoop.ran,ConfidenceLoop.order,exp_duration
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6492,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,101,right,-5,90,[],[],233.8,159.5,-12,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,7047,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,78,left,1,-22,[],[],467.6,-58.5,12.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6099,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,92,right,-7,-53,[],[],350.7,161,16,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6799,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,138,right,-280,113,[],[],233.8,-7,16,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6199,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,119,right,-8,-72,[],[],384.1,167,30,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6332,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,65,right,-272,-4,[],[],233.8,-9.5,12.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6282,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,141,left,-1,-24,[],[],350.7,-57,5.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5933,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,79,left,-12,-45,[],[],384.1,-155.5,5.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5482,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,129,left,-385,4,[],[],534.4,-385,40.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5932,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,87,right,-380,48,[],[],317.3,-163,-8.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6965,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,126,left,-373,101,[],[],300.6,-373,33.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6678,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,136,right,-1,-66,[],[],317.3,156.5,9,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6604,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,120,left,-16,89,[],[],317.3,-180.5,40.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6515,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,119,left,-2,16,[],[],334,-58,-8.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5083,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,97,left,-7,36,[],[],250.5,-56,9,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6948,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,145,right,-278,88,[],[],567.8,-152,-5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5566,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,90,left,-2,-79,[],[],283.9,-156,-1.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,8582,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,142,right,-275,-144,[],[],400.8,-96.5,-1.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6399,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,103,right,-377,20,[],[],283.9,-233.5,16,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,7549,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,116,left,-8,47,[],[],534.4,-60.5,16,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5465,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,62,right,-379,5,[],[],501,-165.5,19.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6586,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,148,right,-11,55,[],[],350.7,157,12.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5561,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,118,right,-3,-16,[],[],317.3,56.5,2,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5482,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,75,right,-366,-27,[],[],384.1,-184,-8.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,4899,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,64,left,-275,-124,[],[],300.6,-275,37,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5782,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,150,left,-268,136,[],[],334,-268,30,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,4982,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,71,right,0,13,[],[],300.6,56,-1.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6699,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,148,right,-376,-128,[],[],250.5,-201,-22.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6682,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,131,right,-295,-90,[],[],250.5,-50,12.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6017,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,111,left,-7,40,[],[],551.1,-59.5,16,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6948,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,128,right,-277,-142,[],[],300.6,-63.5,5.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5748,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,91,right,-384,-28,[],[],384.1,-272,-22.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6185,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,79,right,-3,-50,[],[],367.4,116,2,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5596,1,0,1,0,1,0,,,,,,,300,200,0,const,3.5,77,right,-18,58,[],[],367.4,157,-1.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5533,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,109,left,-371,166,[],[],484.3,-371,33.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5149,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,63,right,-6,45,[],[],300.6,57,12.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5698,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,107,left,-280,2,[],[],501,-280,37,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,6233,1,0,1,0,1,0,,,,,,,400,300,0,const,3.5,102,right,-287,-100,[],[],350.7,-91,5.5,0,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,5632,1,0,1,0,1,0,,,,,,,500,400,0,const,3.5,115,left,-358,-1,[],[],367.4,-358,16,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,7085,1,0,1,0,1,0,,,,,,,200,100,0,const,3.5,102,left,2,-25,[],[],334,-57.5,-8.5,1,40,0,40,0,1,39,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,1839,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,-0.38,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,1150,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,-0.986666667,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,1383,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0.993333333,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,1682,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0.966666667,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,2116,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.613333333,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,1400,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,-0.966666667,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,3566,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,-0.48,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,1482,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,0.553333333,8,0,8,0,1,7,
,,,,,,,,,,,,,,,,,,,,pilot,pilot,pilot,2020-07-21_11h56.06.445,AvatarAutomaticProl,3.2.2,Win32,60,5ece8cfa82da1226f61236a9,0gsv6sqqsq1l,5ed63a3014c6a30406ed132a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545217
