Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,params_consent,ConsentLoop.thisRepN,ConsentLoop.thisTrialN,ConsentLoop.thisN,ConsentLoop.thisIndex,ConsentLoop.ran,ConsentLoop.order,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,Demo_speedCond,Demo_delta,Demo_xposTarget,Demo_yposTarget,Demo_Delay,Demo_AvSpeed,Demo_Success,Demo_motion,Demo_Click,Demo_RTms,Demo_finalX,Demo_finalY,Trial_duration,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,BlockLoop.ran,BlockLoop.order,DemoLoop.thisRepN,DemoLoop.thisTrialN,DemoLoop.thisN,DemoLoop.thisIndex,DemoLoop.ran,DemoLoop.order,Decision_Delta,Decision_xposTarget,Decision_yposTarget,Decision_SpeedCond,Decision_AvSpeed,Decision_delay,Decision_targetSide,Decision_placement,Decision_initplace,Decision_Driving,Decision_Click,Decision_RTms,Decision_finalX,Decision_finalY,Decision_success,DecisionTrialLoop.thisRepN,DecisionTrialLoop.thisTrialN,DecisionTrialLoop.thisN,DecisionTrialLoop.thisIndex,DecisionTrialLoop.ran,DecisionTrialLoop.order,Confidence_Delta,Confidence_resp,ConfidenceLoop.thisRepN,ConfidenceLoop.thisTrialN,ConfidenceLoop.thisN,ConfidenceLoop.thisIndex,ConfidenceLoop.ran,ConfidenceLoop.order
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,300,200,0,75,3.5,1,[],[],384.1,161,-15.5,4888,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,300,200,0,132,3.5,1,[],[],467.6,157.5,-8.5,5423,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,500,-400,0,64,3.5,0,[],[],200.4,-280,12.5,5053,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,400,300,0,133,3.5,0,[],[],501,178.5,-8.5,6223,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,500,400,0,143,3.5,0,[],[],300.6,259,16,5944,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,500,-400,0,72,3.5,0,[],[],317.3,-192.5,-22.5,4430,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,500,-400,0,129,3.5,0,[],[],317.3,-224,-1.5,6534,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,200,100,0,122,3.5,1,[],[],534.4,56,9,4490,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,400,-300,0,101,3.5,0,[],[],233.8,-245,-5,5300,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,300,200,0,63,3.5,1,[],[],517.7,161,16,4606,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,200,-100,0,73,3.5,1,[],[],283.9,-63,23,3881,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,400,300,0,105,3.5,0,[],[],350.7,255.5,12.5,5240,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,300,200,0,128,3.5,1,[],[],367.4,157.5,5.5,7541,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,please enter your prolific ID here5eab3ab6f32e3b10405dafeb,27,female,2020-07-27_17h59.53.124,AvatarAutomaticProl,3.2.2,Win32,60,5eab3ab6f32e3b10405dafeb,5f1b026ff9f4e82811599350,5f1eebc516ec4204c93f741f,,300,-200,0,99,3.5,1,[],[],167,-157.5,-12,4889,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
