Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,params_consent,ConsentLoop.thisRepN,ConsentLoop.thisTrialN,ConsentLoop.thisN,ConsentLoop.thisIndex,ConsentLoop.ran,ConsentLoop.order,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,Demo_speedCond,Demo_delta,Demo_xposTarget,Demo_yposTarget,Demo_Delay,Demo_AvSpeed,Demo_Success,Demo_motion,Demo_Click,Demo_RTms,Demo_finalX,Demo_finalY,Trial_duration,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,BlockLoop.ran,BlockLoop.order,DemoLoop.thisRepN,DemoLoop.thisTrialN,DemoLoop.thisN,DemoLoop.thisIndex,DemoLoop.ran,DemoLoop.order,Decision_Delta,Decision_xposTarget,Decision_yposTarget,Decision_SpeedCond,Decision_AvSpeed,Decision_delay,Decision_targetSide,Decision_placement,Decision_initplace,Decision_Driving,Decision_Click,Decision_RTms,Decision_finalX,Decision_finalY,Decision_success,DecisionTrialLoop.thisRepN,DecisionTrialLoop.thisTrialN,DecisionTrialLoop.thisN,DecisionTrialLoop.thisIndex,DecisionTrialLoop.ran,DecisionTrialLoop.order,Confidence_Delta,Confidence_resp,ConfidenceLoop.thisRepN,ConfidenceLoop.thisTrialN,ConfidenceLoop.thisN,ConfidenceLoop.thisIndex,ConfidenceLoop.ran,ConfidenceLoop.order
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,200,0,68,3.5,1,[],[],417.5,157.5,-5,4562,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,400,-300,0,102,3.5,1,[],[],334,-262.5,19.5,5779,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,-200,0,126,3.5,1,[],[],300.6,-157.5,2,5516,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,-400,0,124,3.5,0,[],[],250.5,-252,2,6675,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,400,0,78,3.5,0,[],[],233.8,262.5,-1.5,6882,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,-400,0,112,3.5,0,[],[],367.4,-241.5,5.5,5364,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,500,-400,0,70,3.5,0,[],[],317.3,-245,19.5,4835,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,300,200,0,137,3.5,1,[],[],434.2,157.5,2,5414,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,100,0,118,3.5,1,[],[],250.5,56,-1.5,5070,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f1d879edef5136a796ed7a2,22,Female,2020-07-27_11h48.51.277,AvatarAutomaticProl,3.2.2,Win32,60,5f1d879edef5136a796ed7a2,5f1b026ff9f4e82811599350,5f1eb0e92c3f7200088cdf3e,,200,100,0,119,3.5,1,[],[],283.9,56,-1.5,4533,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
