Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,params_consent,ConsentLoop.thisRepN,ConsentLoop.thisTrialN,ConsentLoop.thisN,ConsentLoop.thisIndex,ConsentLoop.ran,ConsentLoop.order,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,Demo_speedCond,Demo_delta,Demo_xposTarget,Demo_yposTarget,Demo_Delay,Demo_AvSpeed,Demo_Success,Demo_motion,Demo_Click,Demo_RTms,Demo_finalX,Demo_finalY,Trial_duration,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,BlockLoop.ran,BlockLoop.order,DemoLoop.thisRepN,DemoLoop.thisTrialN,DemoLoop.thisN,DemoLoop.thisIndex,DemoLoop.ran,DemoLoop.order,Decision_Delta,Decision_xposTarget,Decision_yposTarget,Decision_SpeedCond,Decision_AvSpeed,Decision_delay,Decision_targetSide,Decision_placement,Decision_initplace,Decision_Driving,Decision_Click,Decision_RTms,Decision_finalX,Decision_finalY,Decision_success,DecisionTrialLoop.thisRepN,DecisionTrialLoop.thisTrialN,DecisionTrialLoop.thisN,DecisionTrialLoop.thisIndex,DecisionTrialLoop.ran,DecisionTrialLoop.order,Confidence_Delta,Confidence_resp,ConfidenceLoop.thisRepN,ConfidenceLoop.thisTrialN,ConfidenceLoop.thisN,ConfidenceLoop.thisIndex,ConfidenceLoop.ran,ConfidenceLoop.order
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,400,300,0,110,3.5,0,[],[],400.8,217,-8.5,5513,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,300,-200,0,124,3.5,1,[],[],367.4,-157.5,9,5713,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,300,200,0,84,3.5,0,[],[],467.6,84,5.5,5080,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,400,-300,0,150,3.5,0,[],[],467.6,-206.5,5.5,9426,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,500,400,0,149,3.5,0,[],[],300.6,213.5,2,5915,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,400,300,0,93,3.5,1,[],[],233.8,262.5,19.5,4807,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,500,-400,0,147,3.5,0,[],[],317.3,-227.5,-1.5,5830,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,200,-100,0,120,3.5,1,[],[],350.7,-59.5,16,5194,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,500,-400,0,101,3.5,0,[],[],350.7,-252,5.5,9651,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5bf9157e8e9c9d000109f674,25,male,2020-07-27_18h00.12.910,AvatarAutomaticProl,3.2.2,Win32,60,5bf9157e8e9c9d000109f674,5f1b026ff9f4e82811599350,5f1eebd7074ce305eed6edf4,,300,200,0,119,3.5,1,[],[],367.4,157.5,2,4964,1,0,1,0,1,0,48,0,48,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
