Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,ExperimentStarted,PhoneDetected,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
Chrome,980,740,1,1,120,100,45,1200,600,60,1,300,7/28/20,True,please5c3ed18bde04ad0001d90f0c enter your prolific ID here,43,Female ,2020-07-28_14h22.54.960,ProlificManual,3.2.2,Linux armv8l,60,5c3ed18bde04ad0001d90f0c,5f1f20d4c389060d55cb9bc4,5f2017e422f09527a457287a
