Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,ExperimentStarted,ScreenTooSmall,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
Firefox,1024,464,1,1,120,100,45,1200,600,60,1,300,7/28/20,True,5c6440b6ceb4ca00014458a4,,,2020-07-28_14h24.20.850,ProlificManual,3.2.2,Win32,60,5c6440b6ceb4ca00014458a4,5f1f20d4c389060d55cb9bc4,5f20183ecd68e8118604e21a
