Browser,true_x_res,true_y_res,x_adjustment,y_adjustment,Params_TravelTime,Params_yOffset,Params_Reach,Params_ScreenWidth,Params_ScreenHeight,Params_Hz,Params_HzScale,Params_conf_linewidth,ExperimentStarted,PhoneDetected,participant,Age,Gender,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
Safari,980,1675,1,1,120,100,45,1200,600,60,1,300,7/28/20,True,5eea79b419d255017b4b3720,19,female ,2020-07-28_10h45.01.625,ProlificManual,3.2.2,iPhone,60,5eea79b419d255017b4b3720,5f1f20d4c389060d55cb9bc4,5f1fe545fd679d22b3c48db7
